date,Open,High,Low,Close,Volume
2018-07-06,72.02,73.4,71.1,72.96,12173700.0
2018-07-09,73.61,76.36,73.61,76.18,13900793.0
2018-07-10,76.92,77.3,75.43,75.52,14575873.0
2018-07-11,75.21,75.96,75.11,75.29,10186482.0
2018-07-12,76.32,76.46,74.87,75.75,12456754.0
2018-07-13,76.2,76.7,74.04,75.26,21303844.0
2018-07-16,75.95,79.67,75.88,79.48,24662621.0
2018-07-17,79.59,79.83,78.65,79.4,14821876.0
2018-07-18,79.32,81.02,79.1,80.43,14244944.0
2018-07-19,79.96,79.99,78.63,78.79,16775305.0
2018-07-20,78.9,80.64,78.68,80.18,13582631.0
2018-07-23,79.96,83.14,79.83,82.25,18140010.0
2018-07-24,82.45,83.68,82.32,83.05,14000419.0
2018-07-25,82.78,84.42,82.28,84.08,13331966.0
2018-07-26,84.32,84.48,83.48,83.75,11897769.0
2018-07-27,84.08,85.2,83.71,84.93,12805930.0
2018-07-30,85.18,86.51,84.96,85.63,13411618.0
2018-07-31,85.98,85.98,83.72,83.85,15843763.0
2018-08-01,84.65,85.59,84.18,84.56,13531590.0
2018-08-02,83.47,85.15,83.23,85.05,11058108.0
2018-08-03,84.9,86.03,84.84,85.99,11016102.0
2018-08-06,85.69,86.43,85.08,86.02,9857351.0
2018-08-07,86.64,87.19,86.23,86.45,10562067.0
2018-08-08,86.23,87.17,86.18,86.69,8997220.0
2018-08-09,86.41,86.62,85.59,85.78,9694541.0
2018-08-10,84.4,84.85,83.58,84.63,12630949.0
2018-08-13,84.46,84.78,82.72,82.79,10340337.0
2018-08-14,83.17,83.94,82.55,83.55,10597611.0
2018-08-15,82.72,83.23,81.87,82.6,10152082.0
2018-08-16,83.25,84.21,83.2,83.67,10118820.0
2018-08-17,83.54,83.97,83.2,83.67,8505111.0
2018-08-20,83.49,83.95,83.01,83.52,8618739.0
2018-08-21,84.27,85.29,83.78,84.22,10976680.0
2018-08-22,84.21,84.31,83.68,83.87,8314901.0
2018-08-23,83.86,84.05,83.33,83.63,9265593.0
2018-08-24,83.88,84.12,83.35,83.58,8845718.0
2018-08-27,84.12,86.18,84.07,85.61,13768021.0
2018-08-28,85.9,85.93,84.87,85.04,8302618.0
2018-08-29,85.25,85.27,84.26,84.66,7221744.0
2018-08-30,84.49,84.94,83.88,84.09,8991802.0
2018-08-31,83.73,83.74,82.72,83.48,13065719.0
2018-09-04,83.24,84.14,82.53,84.05,10174177.0
2018-09-05,83.9,84.6,83.15,83.49,11462446.0
2018-09-06,83.4,83.6,82.4,83.0,9877635.0
2018-09-07,83.4,83.67,82.53,83.22,10955590.0
2018-09-10,83.75,83.87,82.56,82.61,8276936.0
2018-09-11,82.44,83.48,82.08,83.33,9333781.0
2018-09-12,83.15,83.78,81.75,81.98,10800758.0
2018-09-13,82.27,83.03,81.57,82.42,12470769.0
2018-09-14,82.71,83.39,82.13,82.4,10337948.0
2018-09-17,82.69,83.33,82.2,82.74,9561297.0
2018-09-18,83.23,83.56,82.46,83.2,7944210.0
2018-09-19,83.34,86.96,83.34,86.52,16052776.0
2018-09-20,87.4,88.14,86.98,87.53,15589976.0
2018-09-21,88.03,88.13,86.64,86.75,24788247.0
2018-09-24,86.66,87.36,85.33,85.62,12492474.0
2018-09-25,85.94,86.87,85.22,85.29,9308310.0
2018-09-26,85.65,85.77,83.56,83.92,14023640.0
2018-09-27,84.32,84.66,83.06,83.42,13282987.0
2018-09-28,82.55,83.14,81.42,81.74,15815120.0
2018-10-01,82.27,83.51,81.94,82.4,10147110.0
2018-10-02,82.26,83.02,81.71,82.87,13753074.0
2018-10-03,83.84,84.56,83.38,83.94,17141962.0
2018-10-04,84.25,86.51,83.91,84.97,16357406.0
2018-10-05,85.53,85.8,83.72,84.32,13777633.0
2018-10-08,83.95,85.48,83.05,85.02,14370869.0
2018-10-09,84.37,84.73,83.37,84.22,14069477.0
2018-10-10,84.4,84.65,81.17,81.17,23086389.0
2018-10-11,80.67,81.17,77.08,77.83,33705616.0
2018-10-12,80.07,80.53,75.3,76.65,32075740.0
2018-10-15,76.9,78.55,76.02,76.04,18903216.0
2018-10-16,76.86,78.48,76.43,78.32,19302764.0
2018-10-17,78.08,80.5,77.93,79.53,18794482.0
2018-10-18,78.72,79.54,77.51,77.79,17582467.0
2018-10-19,77.35,78.92,76.97,77.61,15234549.0
2018-10-22,77.85,78.04,75.81,76.06,16199139.0
2018-10-23,73.9,75.86,73.4,74.95,21407548.0
2018-10-24,74.46,74.73,72.61,72.99,23168916.0
2018-10-25,73.88,75.6,73.42,74.56,17464708.0
2018-10-26,73.7,74.26,72.43,73.12,19174916.0
2018-10-29,74.16,76.33,73.4,74.55,18445175.0
2018-10-30,75.41,76.68,74.56,76.4,18019681.0
2018-10-31,77.78,80.18,77.49,78.72,20859992.0
2018-11-01,79.32,79.92,78.02,78.68,13065023.0
2018-11-02,79.6,80.51,77.19,78.08,19009518.0
2018-11-05,78.31,78.99,78.12,78.79,10276448.0
2018-11-06,78.37,79.37,77.46,79.3,10824959.0
2018-11-07,80.07,81.43,79.05,81.18,12679585.0
2018-11-08,80.71,82.63,80.7,82.08,11662499.0
2018-11-09,81.93,82.06,80.53,80.99,10432161.0
2018-11-12,81.12,81.64,78.3,78.65,13279671.0
2018-11-13,78.8,80.82,78.8,79.29,13746059.0
2018-11-14,79.93,80.41,75.68,77.03,18361433.0
2018-11-15,77.94,79.78,76.51,79.77,19099954.0
2018-11-16,79.15,80.46,78.25,79.69,13798551.0
2018-11-19,79.66,80.9,79.23,80.53,13986991.0
2018-11-20,79.48,80.19,77.68,78.15,18936153.0
2018-11-21,78.73,79.31,77.34,77.34,10619625.0
2018-11-23,76.44,77.09,75.76,76.35,6488406.0
2018-11-26,77.42,79.68,77.15,78.96,13948285.0
2018-11-27,78.46,79.73,78.33,79.42,9238176.0
2018-11-28,79.5,81.1,78.57,80.64,13977257.0
2018-11-29,79.97,80.5,79.34,79.76,11144347.0
2018-11-30,79.55,81.02,79.28,80.89,18652718.0
2018-12-03,82.08,82.59,81.44,81.94,16033180.0
2018-12-04,81.3,81.3,76.43,76.93,23555940.0
2018-12-06,74.71,75.06,72.58,74.89,27213946.0
2018-12-07,74.86,76.68,72.61,72.99,19248595.0
2018-12-10,72.57,73.19,68.98,71.06,23636429.0
2018-12-11,72.83,73.36,69.91,70.07,16860677.0
2018-12-12,71.36,72.6,69.76,70.72,22621487.0
2018-12-13,71.25,71.67,70.37,70.82,17250942.0
2018-12-14,69.69,71.64,69.56,69.99,19879525.0
2018-12-17,69.47,70.26,68.14,68.71,25113534.0
2018-12-18,69.12,70.59,67.82,68.24,20837150.0
2018-12-19,68.11,70.28,66.3,66.99,28767868.0
2018-12-20,66.31,67.98,65.39,66.15,31825218.0
2018-12-21,66.38,68.13,63.39,63.87,41313933.0
2018-12-24,62.59,63.92,61.84,61.84,17009280.0
2018-12-26,62.39,65.66,60.81,65.66,22542900.0
2018-12-27,64.52,66.85,63.25,66.74,20304683.0
2018-12-28,67.65,68.02,66.14,66.53,17963271.0
2018-12-31,67.29,68.51,66.47,67.32,13237180.0
2019-01-02,65.65,69.48,65.64,69.01,15670850.0
2019-01-03,69.14,69.39,67.19,67.61,16286426.0
2019-01-04,69.61,71.43,68.78,71.19,16935205.0
2019-01-07,70.93,71.97,70.21,71.26,15430712.0
2019-01-08,72.13,72.32,70.05,71.07,13578777.0
2019-01-09,71.31,71.99,70.43,70.9,14230331.0
2019-01-10,70.52,71.23,69.77,70.89,14376430.0
2019-01-11,70.39,70.67,69.45,70.41,15439850.0
2019-01-14,69.37,71.86,69.16,71.44,21258458.0
2019-01-15,69.39,72.97,69.1,72.18,26504852.0
2019-01-16,72.75,73.95,72.3,73.0,18532952.0
2019-01-17,72.61,74.0,72.42,73.42,14247564.0
2019-01-18,74.27,75.4,73.33,75.09,16428710.0
2019-01-22,73.58,74.09,72.63,73.44,17083681.0
2019-01-23,73.94,74.2,72.47,73.18,12146678.0
2019-01-24,72.63,73.59,72.44,73.24,11296764.0
2019-01-25,74.01,74.81,73.24,73.89,14412559.0
2019-01-28,73.39,74.74,73.09,74.38,12283089.0
2019-01-29,74.38,75.61,74.23,74.67,9743271.0
2019-01-30,74.64,75.74,74.28,74.91,12526274.0
2019-01-31,73.91,74.3,73.23,74.0,17520551.0
2019-02-01,74.5,75.35,74.02,74.38,13000780.0
2019-02-04,74.29,74.75,73.51,74.75,9871549.0
2019-02-05,75.02,75.05,73.79,74.29,12762982.0
2019-02-06,74.21,75.12,73.97,74.24,8744957.0
2019-02-07,73.75,74.0,71.94,72.88,13177489.0
2019-02-08,72.58,72.83,70.56,71.86,12892562.0
2019-02-11,72.26,72.51,71.27,71.38,10978516.0
2019-02-12,72.45,73.42,72.39,73.1,12852252.0
2019-02-13,73.4,74.35,73.4,73.59,10754061.0
2019-02-14,72.97,73.6,71.85,72.92,11518530.0
2019-02-15,74.4,76.2,74.16,76.05,14716861.0
2019-02-19,75.41,75.87,74.31,75.68,12764888.0
2019-02-20,75.71,76.3,75.38,76.19,10030326.0
2019-02-21,75.95,76.49,75.46,75.97,8400075.0
2019-02-22,76.2,76.59,75.28,75.5,10647258.0
2019-02-25,76.25,77.77,76.19,76.6,11230679.0
2019-02-26,75.0,75.97,74.44,75.79,15465393.0
2019-02-27,75.68,75.88,75.01,75.66,9968822.0
2019-02-28,75.51,75.71,74.68,74.86,15156850.0
2019-03-01,75.6,76.41,74.7,74.93,13813310.0
2019-03-04,75.42,76.42,73.77,74.69,12466285.0
2019-03-05,74.63,75.05,73.76,74.61,10856646.0
2019-03-06,74.36,75.07,74.05,74.22,9070782.0
2019-03-07,73.75,73.97,72.66,73.47,12705739.0
2019-03-08,72.49,73.73,72.49,73.51,10582371.0
2019-03-11,74.48,75.05,74.16,74.85,9763235.0
2019-03-12,75.09,75.29,74.25,74.54,10219100.0
2019-03-13,74.69,75.48,74.45,74.89,13022241.0
2019-03-14,75.0,76.37,74.96,75.84,10926470.0
2019-03-15,75.91,77.3,75.73,77.05,24811730.0
2019-03-18,77.05,78.29,77.0,77.69,12935514.0
2019-03-19,78.7,78.9,77.05,77.3,12889267.0
2019-03-20,76.93,77.15,74.91,75.02,14920658.0
2019-03-21,73.99,73.99,72.78,73.37,19751044.0
2019-03-22,72.32,72.82,70.02,70.26,31115189.0
2019-03-25,70.09,71.07,68.59,69.43,21032295.0
2019-03-26,70.32,70.9,69.32,70.42,15987129.0
2019-03-27,70.38,70.95,69.58,70.08,12753234.0
2019-03-28,70.5,71.3,70.24,71.21,12454070.0
2019-03-29,72.04,72.49,71.08,71.73,14523395.0
2019-04-01,72.65,75.18,72.62,75.14,17499280.0
2019-04-02,75.1,75.94,74.83,75.64,10295539.0
2019-04-03,76.31,76.86,75.29,75.85,11499209.0
2019-04-04,75.85,77.03,75.75,76.86,11952078.0
2019-04-05,77.1,77.41,76.29,76.61,9933660.0
2019-04-08,76.41,76.95,76.21,76.95,8056282.0
2019-04-09,76.38,76.5,75.55,76.17,9092188.0
2019-04-10,76.43,77.02,75.77,76.64,10882304.0
2019-04-11,77.01,78.03,76.86,77.53,11183845.0
2019-04-12,80.74,83.15,80.18,82.51,25834073.0
2019-04-15,82.22,82.3,80.42,81.24,15163815.0
2019-04-16,81.2,82.69,81.16,82.4,11583232.0
2019-04-17,83.0,85.96,82.31,85.6,17791890.0
2019-04-18,85.83,86.24,84.63,84.76,12501949.0
2019-04-22,84.13,85.23,83.96,84.9,7975860.0
2019-04-23,84.3,85.67,84.15,85.04,9193318.0
2019-04-24,84.56,85.45,84.11,84.85,9245743.0
2019-04-25,84.31,85.45,83.8,84.91,9311768.0
2019-04-26,85.25,85.88,84.9,85.77,7889519.0
2019-04-29,85.9,88.46,85.74,87.42,14242237.0
2019-04-30,87.73,88.02,86.56,87.35,11389147.0
2019-05-01,87.02,88.3,86.41,86.46,10412881.0
2019-05-02,86.47,87.08,85.88,86.71,8613305.0
2019-05-03,87.3,87.98,86.97,87.42,8185409.0
2019-05-06,85.48,86.77,85.02,86.39,9387010.0
2019-05-07,85.33,85.33,83.59,84.51,15017725.0
2019-05-08,83.96,84.97,83.76,83.91,9576075.0
2019-05-09,82.44,84.04,81.88,83.82,12205866.0
2019-05-10,83.05,84.14,81.84,83.81,13189381.0
2019-05-13,81.38,81.75,80.28,80.75,13783652.0
2019-05-14,80.85,83.02,80.8,81.62,10503672.0
2019-05-15,80.51,82.2,79.91,81.2,10142048.0
2019-05-16,81.92,83.47,81.89,82.61,9672729.0
2019-05-17,81.3,83.05,81.13,82.07,9570477.0
2019-05-20,81.88,83.11,81.67,82.65,8518244.0
2019-05-21,82.74,83.22,82.52,83.03,7967976.0
2019-05-22,82.7,83.09,82.05,82.12,7918898.0
2019-05-23,80.94,81.09,78.8,79.94,14557969.0
2019-05-24,80.82,81.26,80.49,81.01,8537252.0
2019-05-28,80.5,81.13,79.74,79.82,11665579.0
2019-05-29,78.75,79.7,78.36,79.52,9966365.0
2019-05-30,79.95,80.48,77.84,78.36,10367822.0
2019-05-31,76.86,77.89,76.14,77.26,10952857.0
2019-06-03,77.1,78.16,76.6,77.76,11680745.0
2019-06-04,79.15,81.2,78.43,81.04,12858587.0
2019-06-05,81.16,81.68,79.94,81.43,8340484.0
2019-06-06,81.45,82.17,80.23,81.67,8726664.0
2019-06-07,81.0,81.32,80.26,80.46,10618932.0
2019-06-10,82.05,82.51,81.52,81.64,11380602.0
2019-06-11,82.12,82.87,81.67,81.98,9847999.0
2019-06-12,82.0,82.2,80.19,80.57,9670511.0
2019-06-13,80.76,81.46,80.35,80.84,8406903.0
2019-06-14,80.87,81.6,79.93,81.12,9077685.0
2019-06-17,81.0,81.67,80.36,80.52,8128583.0
2019-06-18,80.31,82.71,80.28,82.01,11057340.0
2019-06-19,82.12,82.89,80.99,81.21,13126542.0
2019-06-20,82.18,82.38,80.33,81.49,13638199.0
2019-06-21,81.49,82.97,80.39,80.74,27089546.0
2019-06-24,80.58,81.07,79.84,79.96,13039577.0
2019-06-25,79.98,80.28,78.97,79.06,18660111.0
2019-06-26,79.6,80.61,79.46,79.78,10324609.0
2019-06-27,80.14,80.85,79.74,80.14,10906607.0
2019-06-28,82.34,83.73,82.2,83.1,21634683.0
2019-07-01,84.53,85.82,84.38,84.98,12762478.0
2019-07-02,84.81,85.5,84.52,85.1,10182625.0
2019-07-03,85.44,85.97,84.36,84.92,6849443.0
2019-07-05,85.61,86.37,85.02,85.59,7929536.0
2019-07-08,85.06,85.58,84.6,84.97,6917209.0
2019-07-09,84.38,85.59,84.25,85.45,8947322.0
2019-07-10,85.47,85.93,84.84,85.12,9242253.0
2019-07-11,85.47,86.46,85.22,86.2,11595170.0
2019-07-12,86.23,87.45,86.03,87.4,10783395.0
2019-07-15,87.64,87.67,85.63,86.0,12946597.0
2019-07-16,85.58,87.6,85.02,87.22,16944998.0
2019-07-17,86.53,87.04,85.83,86.09,13120924.0
2019-07-18,86.03,87.17,85.65,86.77,9400654.0
2019-07-19,86.99,87.22,85.5,85.64,10402772.0
2019-07-22,85.01,86.55,84.87,86.37,9061487.0
2019-07-23,86.98,88.55,86.92,88.46,12752167.0
2019-07-24,87.68,88.98,87.62,88.93,10011034.0
2019-07-25,88.99,89.34,87.42,87.81,10138368.0
2019-07-26,87.87,88.61,87.63,88.32,12800364.0
2019-07-29,88.56,89.28,87.89,87.95,8500370.0
2019-07-30,87.29,88.18,86.86,87.69,7121146.0
2019-07-31,88.2,88.28,86.96,88.1,13647968.0
2019-08-01,87.43,88.9,84.7,85.04,15664530.0
2019-08-02,84.5,85.53,83.5,85.03,11025527.0
2019-08-05,82.89,83.08,80.37,81.67,15855328.0
2019-08-06,82.15,82.6,80.44,82.53,10203487.0
2019-08-07,80.1,80.38,78.04,80.13,17320865.0
2019-08-08,81.15,82.18,80.82,81.96,10903331.0
2019-08-09,81.45,82.54,80.39,81.84,9980834.0
2019-08-12,80.54,80.61,79.31,79.78,9156647.0
2019-08-13,80.05,82.43,79.13,81.44,12236560.0
2019-08-14,78.4,79.01,76.55,76.9,19491849.0
2019-08-15,76.92,78.48,76.44,77.3,13365567.0
2019-08-16,78.47,80.08,77.97,79.82,11830550.0
2019-08-19,81.73,81.85,80.52,80.79,8265570.0
2019-08-20,79.95,80.54,79.34,79.41,8376105.0
2019-08-21,80.31,80.53,79.54,79.71,8189648.0
2019-08-22,80.47,81.37,80.03,80.82,9343395.0
2019-08-23,80.1,80.88,77.21,78.12,14764096.0
2019-08-26,78.72,79.09,78.11,78.97,8211955.0
2019-08-27,79.45,79.66,76.94,77.84,14335951.0
2019-08-28,77.18,79.31,77.14,78.9,10593762.0
2019-08-29,80.24,81.99,80.12,81.32,10002439.0
2019-08-30,81.94,82.66,81.57,81.96,10170346.0
2019-09-03,81.08,81.09,79.42,80.66,9869174.0
2019-09-04,81.55,82.32,80.66,81.97,6944055.0
2019-09-05,83.35,85.82,83.3,84.47,13226615.0
2019-09-06,84.76,85.08,84.06,84.71,7836735.0
2019-09-09,85.81,88.16,85.7,87.5,13985144.0
2019-09-10,88.4,89.37,87.83,88.97,14333096.0
2019-09-11,88.99,89.3,87.48,89.29,9919217.0
2019-09-12,88.65,90.57,88.02,90.01,12283450.0
2019-09-13,91.1,92.5,90.85,92.33,16257246.0
2019-09-16,91.0,91.97,90.48,91.26,11993932.0
2019-09-17,90.52,90.71,89.34,90.67,10819727.0
2019-09-18,90.42,92.18,89.85,91.86,10716320.0
2019-09-19,91.8,92.44,91.19,91.48,9460470.0
2019-09-20,91.84,92.44,90.97,91.0,22076823.0
2019-09-23,89.88,91.22,89.78,90.98,9184038.0
2019-09-24,90.85,91.36,89.14,89.43,11851899.0
2019-09-25,89.37,90.46,89.22,90.1,10269021.0
2019-09-26,89.98,90.15,89.05,89.13,9920613.0
2019-09-27,90.06,90.74,89.38,89.82,10207958.0
2019-09-30,90.46,90.87,89.32,89.79,9800755.0
2019-10-01,90.5,91.1,87.51,87.65,11328624.0
2019-10-02,86.91,87.0,85.03,85.35,12630337.0
2019-10-03,85.27,85.91,83.52,85.19,13102112.0
2019-10-04,85.34,87.94,85.27,87.62,9622741.0
2019-10-07,87.19,88.5,87.07,87.37,6816951.0
2019-10-08,86.06,86.06,84.66,84.82,11588324.0
2019-10-09,85.67,86.16,85.07,85.63,7339861.0
2019-10-10,86.14,88.4,86.0,87.21,11388900.0
2019-10-11,89.03,90.99,88.86,89.14,15193768.0
2019-10-14,88.85,89.87,88.66,89.45,8878537.0
2019-10-15,91.85,94.59,90.87,92.96,30522338.0
2019-10-16,92.96,93.62,92.38,92.68,11632039.0
2019-10-17,93.75,94.57,92.88,93.35,11064912.0
2019-10-18,93.0,94.02,92.86,93.56,10418383.0
2019-10-21,95.05,96.77,94.99,96.55,13272678.0
2019-10-22,96.45,98.1,96.12,97.79,12657085.0
2019-10-23,97.2,98.15,97.17,98.12,9397328.0
2019-10-24,98.29,98.66,97.07,98.03,8057164.0
2019-10-25,98.0,99.65,97.75,99.03,9055690.0
2019-10-28,99.57,100.21,99.4,99.51,9522184.0
2019-10-29,99.06,100.42,98.94,99.43,9797283.0
2019-10-30,99.05,99.26,97.92,98.73,8513704.0
2019-10-31,98.49,98.73,96.86,97.92,11589074.0
2019-11-01,99.2,100.99,99.02,100.8,11682642.0
2019-11-04,102.08,102.42,101.56,101.82,9159871.0
2019-11-05,102.39,103.3,101.84,102.1,13747635.0
2019-11-06,101.69,102.84,101.58,102.3,11231123.0
2019-11-07,103.43,104.29,102.92,103.0,13528925.0
2019-11-08,102.88,103.4,102.25,103.38,9294223.0
2019-11-11,102.6,103.1,102.35,102.92,8680490.0
2019-11-12,102.63,103.62,102.01,102.16,9101912.0
2019-11-13,101.13,101.82,100.42,101.48,8098146.0
2019-11-14,100.72,101.84,100.59,101.6,8483725.0
2019-11-15,102.23,102.53,101.4,102.53,10163667.0
2019-11-18,102.56,103.65,101.99,103.62,8752503.0
2019-11-19,103.99,104.25,103.18,103.58,8824852.0
2019-11-20,103.3,103.62,101.94,102.63,11785284.0
2019-11-21,103.0,103.72,102.39,102.93,7705492.0
2019-11-22,103.15,104.22,103.1,103.79,8167918.0
2019-11-25,104.25,105.07,103.87,104.49,10069669.0
2019-11-26,104.82,104.82,103.36,104.67,10493863.0
2019-11-27,105.29,105.43,104.65,105.06,6609027.0
2019-11-29,104.87,105.41,104.45,104.76,5712035.0
2019-12-02,105.31,105.74,104.35,104.47,8622886.0
2019-12-03,102.77,102.96,101.59,102.78,10649454.0
2019-12-04,103.38,105.47,102.99,105.34,10319310.0
2019-12-05,105.68,106.31,105.18,106.06,9587878.0
2019-12-06,107.69,108.78,107.65,108.04,10171252.0
2019-12-09,107.63,108.46,107.41,107.41,8576380.0
2019-12-10,106.25,107.77,105.88,107.5,7533000.0
2019-12-11,107.29,108.02,107.01,107.18,9012476.0
2019-12-12,107.49,111.47,107.21,111.02,13725737.0
2019-12-13,110.95,111.83,109.22,109.81,10594949.0
2019-12-16,111.38,111.84,110.32,110.34,11372787.0
2019-12-17,110.73,111.67,110.23,111.18,11547063.0
2019-12-18,111.15,112.02,110.72,111.04,10382144.0
2019-12-19,110.76,111.22,110.1,110.35,9351045.0
2019-12-20,111.02,111.88,109.9,110.24,29993960.0
2019-12-23,110.6,110.91,109.88,110.2,9738524.0
2019-12-24,110.33,110.63,110.06,110.58,3324291.0
2019-12-26,110.89,112.1,110.78,112.04,6773034.0
2019-12-27,112.3,112.77,111.67,112.14,7868575.0
2019-12-30,112.9,113.08,111.47,111.63,6963342.0
2019-12-31,111.51,112.48,111.29,112.4,7201834.0
2020-01-02,112.79,114.1,112.26,114.09,10811019.0
2020-01-03,111.4,113.13,110.98,112.24,10387518.0
2020-01-06,110.46,112.17,110.4,112.13,10266522.0
2020-01-07,111.18,111.76,109.72,109.78,10576911.0
2020-01-08,109.6,111.48,109.5,110.84,9697731.0
2020-01-09,111.95,112.13,110.94,111.34,9470746.0
2020-01-10,111.11,111.15,109.71,109.97,10192026.0
2020-01-13,110.09,111.1,109.66,111.1,12381809.0
2020-01-14,111.84,114.66,111.59,112.7,24942958.0
2020-01-15,111.75,112.5,110.05,110.62,16293416.0
2020-01-16,111.35,111.8,110.74,111.15,10783752.0
2020-01-17,111.44,112.19,111.22,112.1,14697672.0
2020-01-21,111.09,111.97,110.59,110.74,8474247.0
2020-01-22,111.14,111.3,110.28,110.58,7549111.0
2020-01-23,109.61,110.64,108.62,110.44,9345683.0
2020-01-24,110.27,110.33,106.22,107.05,15166392.0
2020-01-27,104.17,106.84,103.61,105.93,12860456.0
2020-01-28,106.74,108.87,106.38,108.33,13062789.0
2020-01-29,108.71,109.44,107.59,108.13,9326173.0
2020-01-30,106.59,110.03,106.59,109.79,9048887.0
2020-01-31,108.39,108.73,105.37,106.26,12785242.0
2020-02-03,106.56,108.14,106.56,107.27,10021369.0
2020-02-04,109.45,110.5,108.98,109.19,9157126.0
2020-02-05,110.47,111.63,109.91,111.49,10150709.0
2020-02-06,112.14,112.19,111.01,111.51,8992592.0
2020-02-07,110.63,111.57,110.2,111.07,6379784.0
2020-02-10,110.85,111.75,110.65,111.64,5960700.0
2020-02-11,112.16,112.72,111.68,111.9,6578649.0
2020-02-12,112.5,113.19,111.7,111.9,7957984.0
2020-02-13,111.65,112.24,110.3,111.78,7447535.0
2020-02-14,111.74,112.09,110.84,111.36,6627891.0
2020-02-18,111.24,111.61,108.95,109.54,8997247.0
2020-02-19,110.81,112.29,110.24,111.39,7071399.0
2020-02-20,111.07,112.26,110.43,111.39,7422800.0
2020-02-21,110.45,110.82,108.82,109.71,9772770.0
2020-02-24,105.34,107.1,104.7,106.06,13618432.0
2020-02-25,104.9,106.13,99.49,100.16,20797188.0
2020-02-26,100.83,102.85,100.24,100.54,24836163.0
2020-02-27,96.81,99.52,95.2,95.27,23005470.0
2020-02-28,91.42,92.39,86.56,90.01,45942580.0
2020-03-02,90.53,95.48,88.36,95.42,27355446.0
2020-03-03,94.87,96.85,90.14,90.86,32547736.0
2020-03-04,92.23,94.09,88.59,93.75,25795867.0
2020-03-05,89.57,90.33,86.48,87.87,25025628.0
2020-03-06,80.16,84.22,78.92,81.98,38159405.0
2020-03-09,70.47,73.13,66.9,67.34,40352025.0
2020-03-10,72.9,75.18,68.48,74.6,31102652.0
2020-03-11,71.6,73.95,68.45,69.86,38157806.0
2020-03-12,63.49,70.86,60.22,61.95,49725233.0
2020-03-13,69.89,77.89,65.9,77.81,38543328.0
2020-03-16,59.1,67.88,58.45,62.26,38589653.0
2020-03-17,64.79,71.34,61.4,67.66,35239844.0
2020-03-18,61.57,64.69,54.26,57.79,41525568.0
2020-03-19,55.46,62.01,50.81,59.2,32175060.0
2020-03-20,60.2,63.36,56.38,57.4,30150823.0
2020-03-23,56.58,57.65,51.99,52.93,32536580.0
2020-03-24,58.8,64.0,56.8,62.33,34363160.0
2020-03-25,63.14,69.05,58.44,65.63,38111699.0
2020-03-26,67.98,72.47,67.44,72.02,29840426.0
2020-03-27,67.09,68.74,64.45,65.03,30041458.0
2020-03-30,64.55,67.99,63.2,67.4,21656933.0
2020-03-31,65.95,68.07,63.24,63.93,23379303.0
2020-04-01,59.0,60.46,57.15,58.26,28029566.0
2020-04-02,57.41,61.81,56.86,61.41,24017959.0
2020-04-03,60.8,62.28,57.57,58.85,21199448.0
2020-04-06,63.79,65.79,62.5,64.26,26820846.0
2020-04-07,69.25,69.3,65.18,65.44,22563810.0
2020-04-08,66.9,69.66,65.35,69.1,22903255.0
2020-04-09,71.72,79.19,71.69,77.56,42084666.0
2020-04-13,77.91,77.91,72.1,72.99,26911949.0
2020-04-14,75.82,76.8,68.44,70.3,46151255.0
2020-04-15,65.95,66.83,64.93,65.59,30118621.0
2020-04-16,65.03,65.37,61.85,62.13,32449619.0
2020-04-17,66.8,70.5,65.76,69.98,30191898.0
2020-04-20,67.27,69.51,65.26,66.51,23679430.0
2020-04-21,63.42,66.18,63.13,63.85,23035023.0
2020-04-22,65.49,66.67,63.98,64.14,16706026.0
2020-04-23,64.54,66.08,64.06,64.19,16638765.0
2020-04-24,65.44,65.9,63.29,65.51,15815286.0
2020-04-27,66.74,70.43,66.34,69.42,22870210.0
2020-04-28,72.61,73.16,69.83,70.09,20238900.0
2020-04-29,73.88,74.25,72.07,72.66,20462562.0
2020-04-30,70.4,71.64,69.35,70.56,19127632.0
2020-05-01,68.3,68.54,66.63,68.05,18547741.0
2020-05-04,66.82,67.47,65.6,66.94,15725875.0
2020-05-05,68.45,69.01,66.7,66.8,18064140.0
2020-05-06,66.96,67.56,64.73,65.07,20978035.0
2020-05-07,66.14,67.71,65.38,66.01,16771938.0
2020-05-08,67.6,68.88,66.91,67.5,20494915.0
2020-05-11,65.91,65.91,64.13,64.77,31907585.0
2020-05-12,64.95,65.59,61.7,61.83,27962923.0
2020-05-13,61.18,61.66,58.2,58.83,35451600.0
2020-05-14,57.52,62.91,57.2,62.32,35152452.0
2020-05-15,61.65,62.08,60.1,60.7,26099044.0
2020-05-18,63.49,65.95,62.68,65.25,30528734.0
2020-05-19,64.85,66.0,63.39,63.47,19597291.0
2020-05-20,65.51,67.19,65.17,66.13,20552362.0
2020-05-21,65.07,66.56,64.47,64.97,14621406.0
2020-05-22,64.81,65.16,63.52,64.27,13557923.0
2020-05-26,67.69,72.3,67.41,70.62,41233949.0
2020-05-27,76.87,77.38,73.6,76.17,39402040.0
2020-05-28,77.74,77.75,74.2,74.66,24738542.0
2020-05-29,73.46,73.98,71.58,72.11,26538154.0
2020-06-01,72.55,74.31,72.18,73.4,15207495.0
2020-06-02,75.08,75.22,72.73,73.73,21194963.0
2020-06-03,76.38,79.72,75.86,79.07,25941090.0
2020-06-04,78.62,81.41,77.59,81.24,26784723.0
